date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
Campeonato 1931,13,Atlanta,1,1,Velez,94
Campeonato 1931,73,Racing Club,1,1,Quilmes,71
Campeonato 1931,71,Quilmes,2,0,Racing Club,73
Campeonato 1931,48,Huracan,2,4,Racing Club,73
Campeonato 1931,17,Boca Juniors,5,2,Atlanta,13
Campeonato 1931,56,Independiente,1,4,Racing Club,73
Campeonato 1931,73,Racing Club,7,4,Independiente,56
Campeonato 1931,13,Atlanta,1,3,Boca Juniors,17
Campeonato 1931,89,Talleres (RdE),2,4,Huracan,48
Campeonato 1931,13,Atlanta,1,2,San Lorenzo,77
Campeonato 1931,37,Estudiantes (LP),8,0,Lanus,63
Campeonato 1931,77,San Lorenzo,5,3,Atlanta,13
Campeonato 1931,40,Ferro,1,2,Boca Juniors,17
Campeonato 1931,17,Boca Juniors,3,3,Ferro,40
Campeonato 1931,48,Huracan,0,1,Argentinos,7
Campeonato 1931,71,Quilmes,1,2,Boca Juniors,17
Campeonato 1931,17,Boca Juniors,5,1,Quilmes,71
Campeonato 1931,63,Lanus,2,3,Estudiantes (LP),37
Campeonato 1931,17,Boca Juniors,4,2,Talleres (RdE),89
Campeonato 1931,63,Lanus,1,0,Talleres (RdE),89
Campeonato 1931,73,Racing Club,1,0,Huracan,48
Campeonato 1931,89,Talleres (RdE),1,2,Atlanta,13
Campeonato 1931,73,Racing Club,4,1,Gimnasia (LP),43
Campeonato 1931,94,Velez,2,3,River Plate,75
Campeonato 1931,75,River Plate,5,1,Velez,94
Campeonato 1931,43,Gimnasia (LP),1,1,Racing Club,73
Campeonato 1931,21,Chacarita,4,3,Ferro,40
Campeonato 1931,13,Atlanta,1,0,Racing Club,73
Campeonato 1931,89,Talleres (RdE),3,2,Lanus,63
Campeonato 1931,75,River Plate,1,2,Quilmes,71
Campeonato 1931,40,Ferro,0,0,Chacarita,21
Campeonato 1931,89,Talleres (RdE),3,1,San Lorenzo,77
Campeonato 1931,56,Independiente,5,3,San Lorenzo,77
Campeonato 1931,48,Huracan,4,1,Talleres (RdE),89
Campeonato 1931,77,San Lorenzo,1,1,Independiente,56
Campeonato 1931,77,San Lorenzo,0,4,Talleres (RdE),89
Campeonato 1931,94,Velez,6,1,Atlanta,13
Campeonato 1931,13,Atlanta,0,1,River Plate,75
Campeonato 1931,17,Boca Juniors,2,1,Huracan,48
Campeonato 1931,48,Huracan,1,2,Boca Juniors,17
Campeonato 1931,21,Chacarita,0,0,Platense,70
Campeonato 1931,7,Argentinos,4,4,Quilmes,71
Campeonato 1931,89,Talleres (RdE),4,4,Estudiantes (LP),37
Campeonato 1931,37,Estudiantes (LP),3,0,Talleres (RdE),89
Campeonato 1931,71,Quilmes,0,1,Argentinos,7
Campeonato 1931,70,Platense,1,0,Velez,94
Campeonato 1931,94,Velez,2,1,Platense,70
Campeonato 1931,40,Ferro,2,5,Estudiantes (LP),37
Campeonato 1931,77,San Lorenzo,3,0,Velez,94
Campeonato 1931,37,Estudiantes (LP),8,0,Ferro,40
Campeonato 1931,70,Platense,0,2,San Lorenzo,77
Campeonato 1931,63,Lanus,2,1,Quilmes,71
Campeonato 1931,71,Quilmes,4,1,Lanus,63
Campeonato 1931,40,Ferro,1,0,Quilmes,71
Campeonato 1931,43,Gimnasia (LP),3,4,Velez,94
Campeonato 1931,94,Velez,1,1,Gimnasia (LP),43
Campeonato 1931,73,Racing Club,5,1,Platense,70
Campeonato 1931,7,Argentinos,4,2,Velez,94
Campeonato 1931,94,Velez,4,3,San Lorenzo,77
Campeonato 1931,70,Platense,1,2,Lanus,63
Campeonato 1931,63,Lanus,1,1,Platense,70
Campeonato 1931,70,Platense,0,1,Chacarita,21
Campeonato 1931,7,Argentinos,1,1,Huracan,48
Campeonato 1931,17,Boca Juniors,3,2,Tigre,91
Campeonato 1931,89,Talleres (RdE),0,2,Boca Juniors,17
Campeonato 1931,37,Estudiantes (LP),5,1,Argentinos,7
Campeonato 1931,7,Argentinos,1,0,Estudiantes (LP),37
Campeonato 1931,73,Racing Club,4,1,Atlanta,13
Campeonato 1931,71,Quilmes,2,1,Ferro,40
Campeonato 1931,91,Tigre,1,2,Gimnasia (LP),43
Campeonato 1931,43,Gimnasia (LP),3,0,Tigre,91
Campeonato 1931,91,Tigre,2,2,Boca Juniors,17
Campeonato 1931,71,Quilmes,0,4,Huracan,48
Campeonato 1931,48,Huracan,3,1,Quilmes,71
Campeonato 1931,48,Huracan,3,1,Tigre,91
Campeonato 1931,91,Tigre,2,0,Huracan,48
Campeonato 1931,48,Huracan,1,0,Platense,70
Campeonato 1931,70,Platense,3,1,Huracan,48
Campeonato 1931,77,San Lorenzo,3,0,Huracan,48
Campeonato 1931,48,Huracan,1,1,San Lorenzo,77
Campeonato 1931,73,Racing Club,3,1,Argentinos,7
Campeonato 1931,7,Argentinos,4,3,Racing Club,73
Campeonato 1931,71,Quilmes,1,0,River Plate,75
Campeonato 1931,94,Velez,1,1,Ferro,40
Campeonato 1931,40,Ferro,2,2,Velez,94
Campeonato 1931,40,Ferro,2,0,Argentinos,7
Campeonato 1931,70,Platense,3,0,Quilmes,71
Campeonato 1931,71,Quilmes,1,1,Platense,70
Campeonato 1931,37,Estudiantes (LP),3,0,Tigre,91
Campeonato 1931,77,San Lorenzo,4,2,Tigre,91
Campeonato 1931,7,Argentinos,3,1,Ferro,40
Campeonato 1931,13,Atlanta,1,5,Chacarita,21
Campeonato 1931,43,Gimnasia (LP),2,0,Talleres (RdE),89
Campeonato 1931,43,Gimnasia (LP),1,1,Estudiantes (LP),37
Campeonato 1931,37,Estudiantes (LP),2,3,Gimnasia (LP),43
Campeonato 1931,89,Talleres (RdE),1,2,Gimnasia (LP),43
Campeonato 1931,7,Argentinos,1,0,Tigre,91
Campeonato 1931,91,Tigre,0,0,Argentinos,7
Campeonato 1931,63,Lanus,1,2,Chacarita,21
Campeonato 1931,91,Tigre,3,2,San Lorenzo,77
Campeonato 1931,17,Boca Juniors,4,1,Platense,70
Campeonato 1931,70,Platense,3,5,Boca Juniors,17
Campeonato 1931,94,Velez,1,0,Argentinos,7
Campeonato 1931,21,Chacarita,1,3,Independiente,56
Campeonato 1931,75,River Plate,3,1,Huracan,48
Campeonato 1931,48,Huracan,1,1,River Plate,75
Campeonato 1931,37,Estudiantes (LP),5,2,Independiente,56
Campeonato 1931,56,Independiente,3,2,Estudiantes (LP),37
Campeonato 1931,71,Quilmes,2,0,Tigre,91
Campeonato 1931,21,Chacarita,1,0,River Plate,75
Campeonato 1931,91,Tigre,4,1,Quilmes,71
Campeonato 1931,56,Independiente,4,1,Lanus,63
Campeonato 1931,63,Lanus,0,2,Independiente,56
Campeonato 1931,63,Lanus,1,3,Argentinos,7
Campeonato 1931,7,Argentinos,1,0,Lanus,63
Campeonato 1931,75,River Plate,2,3,Chacarita,21
Campeonato 1931,91,Tigre,1,0,Estudiantes (LP),37
Campeonato 1931,56,Independiente,2,1,River Plate,75
Campeonato 1931,75,River Plate,1,0,Independiente,56
Campeonato 1931,21,Chacarita,1,0,Lanus,63
Campeonato 1931,70,Platense,0,1,Racing Club,73
Campeonato 1931,21,Chacarita,1,3,Atlanta,13
Campeonato 1931,40,Ferro,3,2,Atlanta,13
Campeonato 1931,48,Huracan,1,1,Gimnasia (LP),43
Campeonato 1931,43,Gimnasia (LP),1,4,Quilmes,71
Campeonato 1931,71,Quilmes,6,0,Gimnasia (LP),43
Campeonato 1931,70,Platense,2,1,River Plate,75
Campeonato 1931,17,Boca Juniors,1,1,River Plate,75
Campeonato 1931,75,River Plate,0,3,Boca Juniors,17
Campeonato 1931,77,San Lorenzo,4,3,Platense,70
Campeonato 1931,43,Gimnasia (LP),1,1,Huracan,48
Campeonato 1931,13,Atlanta,1,2,Lanus,63
Campeonato 1931,94,Velez,2,0,Quilmes,71
Campeonato 1931,71,Quilmes,2,3,Velez,94
Campeonato 1931,56,Independiente,1,0,Velez,94
Campeonato 1931,70,Platense,4,1,Gimnasia (LP),43
Campeonato 1931,43,Gimnasia (LP),2,1,Platense,70
Campeonato 1931,94,Velez,2,3,Independiente,56
Campeonato 1931,13,Atlanta,2,4,Talleres (RdE),89
Campeonato 1931,63,Lanus,2,1,Atlanta,13
Campeonato 1931,94,Velez,1,2,Boca Juniors,17
Campeonato 1931,75,River Plate,2,5,Platense,70
Campeonato 1931,21,Chacarita,3,2,Argentinos,7
Campeonato 1931,43,Gimnasia (LP),2,2,San Lorenzo,77
Campeonato 1931,91,Tigre,1,1,Atlanta,13
Campeonato 1931,13,Atlanta,2,2,Tigre,91
Campeonato 1931,17,Boca Juniors,4,2,Velez,94
Campeonato 1931,7,Argentinos,0,2,Chacarita,21
Campeonato 1931,17,Boca Juniors,0,0,Chacarita,21
Campeonato 1931,21,Chacarita,3,1,Boca Juniors,17
Campeonato 1931,77,San Lorenzo,4,1,Lanus,63
Campeonato 1931,63,Lanus,1,4,San Lorenzo,77
Campeonato 1931,21,Chacarita,1,3,Talleres (RdE),89
Campeonato 1931,89,Talleres (RdE),1,5,Chacarita,21
Campeonato 1931,77,San Lorenzo,3,0,Gimnasia (LP),43
Campeonato 1931,43,Gimnasia (LP),1,2,Chacarita,21
Campeonato 1931,21,Chacarita,1,0,Gimnasia (LP),43
Campeonato 1931,17,Boca Juniors,5,0,Gimnasia (LP),43
Campeonato 1931,43,Gimnasia (LP),3,2,Boca Juniors,17
Campeonato 1931,75,River Plate,1,0,Atlanta,13
Campeonato 1931,13,Atlanta,1,4,Ferro,40
Campeonato 1931,40,Ferro,4,3,Tigre,91
Campeonato 1931,56,Independiente,1,1,Chacarita,21
Campeonato 1931,63,Lanus,0,2,Velez,94
Campeonato 1931,37,Estudiantes (LP),4,1,Huracan,48
Campeonato 1931,48,Huracan,2,1,Estudiantes (LP),37
Campeonato 1931,17,Boca Juniors,0,2,San Lorenzo,77
Campeonato 1931,77,San Lorenzo,0,0,Boca Juniors,17
Campeonato 1931,21,Chacarita,0,4,Racing Club,73
Campeonato 1931,73,Racing Club,3,2,Chacarita,21
Campeonato 1931,70,Platense,4,1,Ferro,40
Campeonato 1931,63,Lanus,0,1,River Plate,75
Campeonato 1931,94,Velez,0,0,Huracan,48
Campeonato 1931,40,Ferro,0,0,River Plate,75
Campeonato 1931,75,River Plate,2,0,Ferro,40
Campeonato 1931,43,Gimnasia (LP),1,3,Ferro,40
Campeonato 1931,73,Racing Club,5,0,San Lorenzo,77
Campeonato 1931,40,Ferro,0,0,Gimnasia (LP),43
Campeonato 1931,43,Gimnasia (LP),0,0,Argentinos,7
Campeonato 1931,13,Atlanta,0,3,Platense,70
Campeonato 1931,94,Velez,3,3,Lanus,63
Campeonato 1931,94,Velez,2,1,Talleres (RdE),89
Campeonato 1931,63,Lanus,3,2,Huracan,48
Campeonato 1931,56,Independiente,1,1,Quilmes,71
Campeonato 1931,71,Quilmes,1,2,Independiente,56
Campeonato 1931,56,Independiente,2,1,Ferro,40
Campeonato 1931,73,Racing Club,1,2,Boca Juniors,17
Campeonato 1931,48,Huracan,5,0,Atlanta,13
Campeonato 1931,91,Tigre,1,3,Ferro,40
Campeonato 1931,43,Gimnasia (LP),0,1,River Plate,75
Campeonato 1931,13,Atlanta,0,0,Huracan,48
Campeonato 1931,13,Atlanta,1,2,Argentinos,7
Campeonato 1931,40,Ferro,2,2,Platense,70
Campeonato 1931,56,Independiente,3,2,Tigre,91
Campeonato 1931,91,Tigre,1,4,Independiente,56
Campeonato 1931,89,Talleres (RdE),1,3,Velez,94
Campeonato 1931,75,River Plate,4,1,Gimnasia (LP),43
Campeonato 1931,77,San Lorenzo,5,1,Racing Club,73
Campeonato 1931,77,San Lorenzo,5,2,Ferro,40
Campeonato 1931,70,Platense,3,0,Atlanta,13
Campeonato 1931,94,Velez,2,3,Chacarita,21
Campeonato 1931,75,River Plate,2,1,Estudiantes (LP),37
Campeonato 1931,73,Racing Club,4,2,Lanus,63
Campeonato 1931,89,Talleres (RdE),0,2,Racing Club,73
Campeonato 1931,71,Quilmes,1,0,Atlanta,13
Campeonato 1931,13,Atlanta,0,1,Quilmes,71
Campeonato 1931,73,Racing Club,1,1,River Plate,75
Campeonato 1931,21,Chacarita,1,3,Velez,94
Campeonato 1931,89,Talleres (RdE),2,0,Quilmes,71
Campeonato 1931,40,Ferro,3,1,Talleres (RdE),89
Campeonato 1931,73,Racing Club,2,0,Talleres (RdE),89
Campeonato 1931,37,Estudiantes (LP),2,1,Velez,94
Campeonato 1931,94,Velez,3,3,Estudiantes (LP),37
Campeonato 1931,48,Huracan,2,0,Lanus,63
Campeonato 1931,71,Quilmes,1,0,Talleres (RdE),89
Campeonato 1931,75,River Plate,1,1,Racing Club,73
Campeonato 1931,63,Lanus,3,0,Racing Club,73
Campeonato 1931,43,Gimnasia (LP),3,5,Lanus,63
Campeonato 1931,21,Chacarita,3,1,Huracan,48
Campeonato 1931,48,Huracan,2,0,Chacarita,21
Campeonato 1931,40,Ferro,2,6,Huracan,48
Campeonato 1931,91,Tigre,3,3,Chacarita,21
Campeonato 1931,7,Argentinos,1,1,Gimnasia (LP),43
Campeonato 1931,21,Chacarita,4,2,Tigre,91
Campeonato 1931,48,Huracan,1,0,Velez,94
Campeonato 1931,89,Talleres (RdE),1,3,River Plate,75
Campeonato 1931,17,Boca Juniors,1,1,Independiente,56
Campeonato 1931,56,Independiente,2,3,Boca Juniors,17
Campeonato 1931,75,River Plate,1,1,Talleres (RdE),89
Campeonato 1931,77,San Lorenzo,5,2,Quilmes,71
Campeonato 1931,37,Estudiantes (LP),2,3,River Plate,75
Campeonato 1931,40,Ferro,1,4,San Lorenzo,77
Campeonato 1931,63,Lanus,1,2,Gimnasia (LP),43
Campeonato 1931,63,Lanus,2,3,Ferro,40
Campeonato 1931,91,Tigre,2,0,Talleres (RdE),89
Campeonato 1931,40,Ferro,3,0,Lanus,63
Campeonato 1931,17,Boca Juniors,0,1,Racing Club,73
Campeonato 1931,7,Argentinos,0,5,Boca Juniors,17
Campeonato 1931,48,Huracan,0,1,Ferro,40
Campeonato 1931,56,Independiente,6,1,Atlanta,13
Campeonato 1931,77,San Lorenzo,4,0,Argentinos,7
Campeonato 1931,13,Atlanta,0,1,Independiente,56
Campeonato 1931,7,Argentinos,3,0,Talleres (RdE),89
Campeonato 1931,70,Platense,0,4,Estudiantes (LP),37
Campeonato 1931,70,Platense,3,1,Tigre,91
Campeonato 1931,43,Gimnasia (LP),2,1,Independiente,56
Campeonato 1931,89,Talleres (RdE),2,1,Argentinos,7
Campeonato 1931,17,Boca Juniors,2,1,Argentinos,7
Campeonato 1931,77,San Lorenzo,3,1,Estudiantes (LP),37
Campeonato 1931,37,Estudiantes (LP),1,0,San Lorenzo,77
Campeonato 1931,89,Talleres (RdE),2,1,Tigre,91
Campeonato 1931,56,Independiente,1,1,Gimnasia (LP),43
Campeonato 1931,37,Estudiantes (LP),2,0,Platense,70
Campeonato 1931,70,Platense,2,1,Talleres (RdE),89
Campeonato 1931,89,Talleres (RdE),1,0,Platense,70
Campeonato 1931,56,Independiente,3,2,Argentinos,7
Campeonato 1931,7,Argentinos,1,1,Independiente,56
Campeonato 1931,73,Racing Club,6,0,Velez,94
Campeonato 1931,94,Velez,2,3,Racing Club,73
Campeonato 1931,91,Tigre,1,0,Racing Club,73
Campeonato 1931,73,Racing Club,2,2,Tigre,91
Campeonato 1931,43,Gimnasia (LP),0,0,Atlanta,13
Campeonato 1931,13,Atlanta,0,0,Gimnasia (LP),43
Campeonato 1931,7,Argentinos,0,1,Platense,70
Campeonato 1931,70,Platense,0,2,Argentinos,7
Campeonato 1931,7,Argentinos,2,4,San Lorenzo,77
Campeonato 1931,37,Estudiantes (LP),2,0,Quilmes,71
Campeonato 1931,91,Tigre,2,0,Lanus,63
Campeonato 1931,63,Lanus,0,0,Tigre,91
Campeonato 1931,71,Quilmes,2,4,Estudiantes (LP),37
Campeonato 1931,71,Quilmes,6,1,Chacarita,21
Campeonato 1931,73,Racing Club,3,2,Ferro,40
Campeonato 1931,21,Chacarita,4,1,Quilmes,71
Campeonato 1931,63,Lanus,5,2,Boca Juniors,17
Campeonato 1931,17,Boca Juniors,2,2,Estudiantes (LP),37
Campeonato 1931,21,Chacarita,5,1,Estudiantes (LP),37
Campeonato 1931,71,Quilmes,1,1,San Lorenzo,77
Campeonato 1931,7,Argentinos,2,4,River Plate,75
Campeonato 1931,37,Estudiantes (LP),7,0,Chacarita,21
Campeonato 1931,48,Huracan,5,1,Independiente,56
Campeonato 1931,17,Boca Juniors,6,0,Lanus,63
Campeonato 1931,56,Independiente,3,1,Huracan,48
Campeonato 1931,75,River Plate,3,0,Tigre,91
Campeonato 1931,91,Tigre,2,5,River Plate,75
Campeonato 1931,70,Platense,4,1,Independiente,56
Campeonato 1931,73,Racing Club,1,1,Estudiantes (LP),37
Campeonato 1931,7,Argentinos,1,1,Atlanta,13
Campeonato 1931,37,Estudiantes (LP),6,3,Racing Club,73
Campeonato 1931,56,Independiente,2,0,Platense,70
Campeonato 1931,75,River Plate,4,3,Argentinos,7
Campeonato 1931,89,Talleres (RdE),3,2,Ferro,40
Campeonato 1931,37,Estudiantes (LP),6,1,Atlanta,13
Campeonato 1931,75,River Plate,2,0,San Lorenzo,77
Campeonato 1931,37,Estudiantes (LP),4,1,Boca Juniors,17
Campeonato 1931,77,San Lorenzo,0,0,River Plate,75
Campeonato 1931,91,Tigre,1,2,Velez,94
Campeonato 1931,77,San Lorenzo,0,0,Chacarita,21
Campeonato 1931,21,Chacarita,0,1,San Lorenzo,77
Campeonato 1931,89,Talleres (RdE),3,0,Independiente,56
Campeonato 1931,56,Independiente,1,0,Talleres (RdE),89
Campeonato 1931,40,Ferro,1,1,Independiente,56
Campeonato 1931,13,Atlanta,2,1,Estudiantes (LP),37
Campeonato 1931,40,Ferro,2,1,Racing Club,73
Campeonato 1931,75,River Plate,4,0,Lanus,63
Campeonato 1931,94,Velez,3,2,Tigre,91
Campeonato 1932,40,Ferro,3,0,Huracan,48
Campeonato 1932,71,Quilmes,0,0,Talleres (RdE),89
Campeonato 1932,56,Independiente,1,1,Estudiantes (LP),37
Campeonato 1932,37,Estudiantes (LP),1,1,Independiente,56
Campeonato 1932,73,Racing Club,2,0,Lanus,63
Campeonato 1932,89,Talleres (RdE),1,1,Quilmes,71
Campeonato 1932,48,Huracan,2,0,Ferro,40
Campeonato 1932,63,Lanus,0,0,Independiente,56
Campeonato 1932,7,Argentinos,3,4,Independiente,56
Campeonato 1932,40,Ferro,1,1,Argentinos,7
Campeonato 1932,7,Argentinos,1,2,Boca Juniors,17
Campeonato 1932,56,Independiente,1,0,Argentinos,7
Campeonato 1932,71,Quilmes,2,0,Lanus,63
Campeonato 1932,17,Boca Juniors,2,2,Argentinos,7
Campeonato 1932,63,Lanus,1,1,Platense,70
Campeonato 1932,70,Platense,3,2,Lanus,63
Campeonato 1932,77,San Lorenzo,6,3,Atlanta,13
Campeonato 1932,37,Estudiantes (LP),5,3,Chacarita,21
Campeonato 1932,21,Chacarita,1,1,Estudiantes (LP),37
Campeonato 1932,70,Platense,2,3,Ferro,40
Campeonato 1932,71,Quilmes,5,0,Platense,70
Campeonato 1932,17,Boca Juniors,0,2,Estudiantes (LP),37
Campeonato 1932,37,Estudiantes (LP),3,5,Boca Juniors,17
Campeonato 1932,13,Atlanta,0,5,San Lorenzo,77
Campeonato 1932,13,Atlanta,2,0,Talleres (RdE),89
Campeonato 1932,89,Talleres (RdE),4,1,Atlanta,13
Campeonato 1932,40,Ferro,3,4,Platense,70
Campeonato 1932,13,Atlanta,2,5,Boca Juniors,17
Campeonato 1932,17,Boca Juniors,2,1,Atlanta,13
Campeonato 1932,75,River Plate,2,0,Gimnasia (LP),43
Campeonato 1932,13,Atlanta,2,1,Lanus,63
Campeonato 1932,77,San Lorenzo,4,4,Gimnasia (LP),43
Campeonato 1932,43,Gimnasia (LP),0,2,San Lorenzo,77
Campeonato 1932,21,Chacarita,2,2,Tigre,91
Campeonato 1932,63,Lanus,1,1,Atlanta,13
Campeonato 1932,37,Estudiantes (LP),4,3,San Lorenzo,77
Campeonato 1932,77,San Lorenzo,3,2,Estudiantes (LP),37
Campeonato 1932,91,Tigre,2,3,Chacarita,21
Campeonato 1932,7,Argentinos,2,1,Ferro,40
Campeonato 1932,63,Lanus,1,1,Racing Club,73
Campeonato 1932,63,Lanus,0,3,Quilmes,71
Campeonato 1932,48,Huracan,3,2,Argentinos,7
Campeonato 1932,21,Chacarita,3,6,Independiente,56
Campeonato 1932,75,River Plate,3,0,Tigre,91
Campeonato 1932,91,Tigre,1,5,River Plate,75
Campeonato 1932,48,Huracan,2,1,Independiente,56
Campeonato 1932,56,Independiente,3,2,Huracan,48
Campeonato 1932,56,Independiente,2,0,Tigre,91
Campeonato 1932,73,Racing Club,0,1,Boca Juniors,17
Campeonato 1932,63,Lanus,2,1,Ferro,40
Campeonato 1932,40,Ferro,3,1,Lanus,63
Campeonato 1932,91,Tigre,2,3,Independiente,56
Campeonato 1932,91,Tigre,1,1,Estudiantes (LP),37
Campeonato 1932,37,Estudiantes (LP),4,3,Tigre,91
Campeonato 1932,89,Talleres (RdE),1,2,Independiente,56
Campeonato 1932,17,Boca Juniors,1,1,Racing Club,73
Campeonato 1932,13,Atlanta,0,1,Independiente,56
Campeonato 1932,56,Independiente,2,1,Talleres (RdE),89
Campeonato 1932,7,Argentinos,1,1,Talleres (RdE),89
Campeonato 1932,89,Talleres (RdE),1,2,Argentinos,7
Campeonato 1932,94,Velez,4,3,Chacarita,21
Campeonato 1932,21,Chacarita,4,2,Velez,94
Campeonato 1932,37,Estudiantes (LP),3,1,Quilmes,71
Campeonato 1932,71,Quilmes,2,1,Estudiantes (LP),37
Campeonato 1932,77,San Lorenzo,2,2,Argentinos,7
Campeonato 1932,7,Argentinos,1,5,San Lorenzo,77
Campeonato 1932,43,Gimnasia (LP),6,0,Atlanta,13
Campeonato 1932,13,Atlanta,1,6,Gimnasia (LP),43
Campeonato 1932,40,Ferro,3,3,Tigre,91
Campeonato 1932,56,Independiente,3,0,Atlanta,13
Campeonato 1932,56,Independiente,4,0,Quilmes,71
Campeonato 1932,71,Quilmes,3,1,Independiente,56
Campeonato 1932,7,Argentinos,1,1,Atlanta,13
Campeonato 1932,70,Platense,2,2,Estudiantes (LP),37
Campeonato 1932,37,Estudiantes (LP),4,2,Platense,70
Campeonato 1932,77,San Lorenzo,1,1,River Plate,75
Campeonato 1932,75,River Plate,0,2,San Lorenzo,77
Campeonato 1932,48,Huracan,1,0,Atlanta,13
Campeonato 1932,13,Atlanta,0,0,Huracan,48
Campeonato 1932,70,Platense,2,0,Independiente,56
Campeonato 1932,77,San Lorenzo,3,0,Ferro,40
Campeonato 1932,40,Ferro,1,1,San Lorenzo,77
Campeonato 1932,40,Ferro,2,0,Talleres (RdE),89
Campeonato 1932,89,Talleres (RdE),0,2,Ferro,40
Campeonato 1932,48,Huracan,3,1,Lanus,63
Campeonato 1932,63,Lanus,4,1,Huracan,48
Campeonato 1932,56,Independiente,4,0,Platense,70
Campeonato 1932,89,Talleres (RdE),0,1,River Plate,75
Campeonato 1932,75,River Plate,3,0,Talleres (RdE),89
Campeonato 1932,73,Racing Club,0,1,River Plate,75
Campeonato 1932,75,River Plate,1,0,Racing Club,73
Campeonato 1932,21,Chacarita,6,0,Huracan,48
Campeonato 1932,48,Huracan,3,3,Chacarita,21
Campeonato 1932,43,Gimnasia (LP),2,4,Ferro,40
Campeonato 1932,40,Ferro,4,4,Gimnasia (LP),43
Campeonato 1932,7,Argentinos,0,2,Gimnasia (LP),43
Campeonato 1932,21,Chacarita,1,3,Racing Club,73
Campeonato 1932,73,Racing Club,3,1,Chacarita,21
Campeonato 1932,43,Gimnasia (LP),3,0,Argentinos,7
Campeonato 1932,13,Atlanta,1,0,Argentinos,7
Campeonato 1932,91,Tigre,3,2,Ferro,40
Campeonato 1932,94,Velez,1,0,Gimnasia (LP),43
Campeonato 1932,43,Gimnasia (LP),2,1,Velez,94
Campeonato 1932,70,Platense,1,1,San Lorenzo,77
Campeonato 1932,71,Quilmes,0,2,Velez,94
Campeonato 1932,17,Boca Juniors,2,1,River Plate,75
Campeonato 1932,75,River Plate,1,1,Boca Juniors,17
Campeonato 1932,17,Boca Juniors,3,0,Velez,94
Campeonato 1932,94,Velez,1,2,Boca Juniors,17
Campeonato 1932,70,Platense,0,4,River Plate,75
Campeonato 1932,75,River Plate,1,0,Platense,70
Campeonato 1932,21,Chacarita,2,1,Boca Juniors,17
Campeonato 1932,17,Boca Juniors,0,2,Chacarita,21
Campeonato 1932,91,Tigre,0,5,Gimnasia (LP),43
Campeonato 1932,21,Chacarita,1,1,Gimnasia (LP),43
Campeonato 1932,43,Gimnasia (LP),4,2,Chacarita,21
Campeonato 1932,13,Atlanta,0,0,Tigre,91
Campeonato 1932,91,Tigre,3,2,Atlanta,13
Campeonato 1932,7,Argentinos,2,1,Tigre,91
Campeonato 1932,91,Tigre,3,0,Argentinos,7
Campeonato 1932,43,Gimnasia (LP),2,2,Talleres (RdE),89
Campeonato 1932,89,Talleres (RdE),1,3,Gimnasia (LP),43
Campeonato 1932,94,Velez,3,0,Ferro,40
Campeonato 1932,40,Ferro,3,0,Velez,94
Campeonato 1932,70,Platense,1,1,Boca Juniors,17
Campeonato 1932,17,Boca Juniors,6,1,Platense,70
Campeonato 1932,56,Independiente,2,0,Lanus,63
Campeonato 1932,71,Quilmes,4,0,Tigre,91
Campeonato 1932,91,Tigre,1,3,Quilmes,71
Campeonato 1932,48,Huracan,2,2,River Plate,75
Campeonato 1932,56,Independiente,2,1,Chacarita,21
Campeonato 1932,94,Velez,3,0,Quilmes,71
Campeonato 1932,75,River Plate,1,1,Huracan,48
Campeonato 1932,56,Independiente,2,0,Velez,94
Campeonato 1932,73,Racing Club,1,0,Argentinos,7
Campeonato 1932,77,San Lorenzo,2,0,Platense,70
Campeonato 1932,48,Huracan,1,1,Platense,70
Campeonato 1932,7,Argentinos,1,1,Quilmes,71
Campeonato 1932,71,Quilmes,3,3,Argentinos,7
Campeonato 1932,70,Platense,3,2,Huracan,48
Campeonato 1932,71,Quilmes,3,2,Huracan,48
Campeonato 1932,48,Huracan,6,1,Quilmes,71
Campeonato 1932,43,Gimnasia (LP),2,2,Tigre,91
Campeonato 1932,7,Argentinos,1,0,Huracan,48
Campeonato 1932,91,Tigre,3,4,Boca Juniors,17
Campeonato 1932,17,Boca Juniors,5,0,Tigre,91
Campeonato 1932,71,Quilmes,0,3,Boca Juniors,17
Campeonato 1932,17,Boca Juniors,7,0,Quilmes,71
Campeonato 1932,94,Velez,0,0,Independiente,56
Campeonato 1932,73,Racing Club,1,2,Huracan,48
Campeonato 1932,56,Independiente,0,1,Racing Club,73
Campeonato 1932,73,Racing Club,0,2,Independiente,56
Campeonato 1932,48,Huracan,0,1,Racing Club,73
Campeonato 1932,63,Lanus,0,4,Estudiantes (LP),37
Campeonato 1932,37,Estudiantes (LP),2,1,Lanus,63
Campeonato 1932,21,Chacarita,6,2,Quilmes,71
Campeonato 1932,56,Independiente,1,1,San Lorenzo,77
Campeonato 1932,77,San Lorenzo,2,2,Independiente,56
Campeonato 1932,13,Atlanta,0,1,Velez,94
Campeonato 1932,94,Velez,2,0,Atlanta,13
Campeonato 1932,75,River Plate,4,1,Velez,94
Campeonato 1932,94,Velez,1,1,River Plate,75
Campeonato 1932,7,Argentinos,0,2,Racing Club,73
Campeonato 1932,71,Quilmes,3,1,Chacarita,21
Campeonato 1932,43,Gimnasia (LP),4,3,River Plate,75
Campeonato 1932,40,Ferro,3,1,Chacarita,21
Campeonato 1932,21,Chacarita,2,3,River Plate,75
Campeonato 1932,75,River Plate,3,1,Chacarita,21
